onset	duration	sample	type	value	event
20.2	0	20201	STI101	5632	---
25.097	0	25098	STI101	5632	---
27.557	0	27558	STI101	1	Movie onset
27.557	0	27558	STI001	5	---
27.557	0	27558	Trigger	1	Movie onset
32.925	0	32926	STI101	5888	---
38.408	0	38409	STI101	1	Movie onset
38.408	0	38409	STI001	5	---
38.408	0	38409	Trigger	1	Movie onset
44.054	0	44055	STI101	5888	---
49.534	0	49535	STI101	1	Movie onset
49.534	0	49535	STI001	5	---
49.534	0	49535	Trigger	1	Movie onset
54.952	0	54953	STI101	5888	---
60.56	0	60561	STI101	1	Movie onset
60.56	0	60561	STI001	5	---
60.56	0	60561	Trigger	1	Movie onset
66.09	0	66091	STI101	6144	---
71.819	0	71820	STI101	1	Movie onset
71.819	0	71820	STI001	5	---
71.819	0	71820	Trigger	1	Movie onset
77.134	0	77135	STI101	5888	---
82.77	0	82771	STI101	1	Movie onset
82.77	0	82771	STI001	5	---
82.77	0	82771	Trigger	1	Movie onset
88.196	0	88197	STI101	5888	---
93.88	0	93881	STI101	1	Movie onset
93.88	0	93881	STI001	5	---
93.88	0	93881	Trigger	1	Movie onset
100.726	0	100727	STI101	5888	---
106.24	0	106241	STI101	1	Movie onset
106.24	0	106241	STI001	5	---
106.24	0	106241	Trigger	1	Movie onset
111.687	0	111688	STI101	5888	---
117.158	0	117159	STI101	1	Movie onset
117.158	0	117159	STI001	5	---
117.158	0	117159	Trigger	1	Movie onset
122.827	0	122828	STI101	5888	---
128.292	0	128293	STI101	1	Movie onset
128.292	0	128293	STI001	5	---
128.292	0	128293	Trigger	1	Movie onset
134.088	0	134089	STI101	5888	---
139.56	0	139561	STI101	1	Movie onset
139.56	0	139561	STI001	5	---
139.56	0	139561	Trigger	1	Movie onset
145.224	0	145225	STI101	5888	---
150.869	0	150870	STI101	1	Movie onset
150.869	0	150870	STI001	5	---
150.869	0	150870	Trigger	1	Movie onset
156.61	0	156611	STI101	5888	---
162.137	0	162138	STI101	1	Movie onset
162.137	0	162138	STI001	5	---
162.137	0	162138	Trigger	1	Movie onset
167.431	0	167432	STI101	5888	---
173.055	0	173056	STI101	1	Movie onset
173.055	0	173056	STI001	5	---
173.055	0	173056	Trigger	1	Movie onset
178.439	0	178440	STI101	5888	---
183.906	0	183907	STI101	1	Movie onset
183.906	0	183907	STI001	5	---
183.906	0	183907	Trigger	1	Movie onset
189.701	0	189702	STI101	5888	---
195.282	0	195283	STI101	1	Movie onset
195.282	0	195283	STI001	5	---
195.282	0	195283	Trigger	1	Movie onset
200.662	0	200663	STI101	5888	---
206.191	0	206192	STI101	1	Movie onset
206.191	0	206192	STI001	5	---
206.191	0	206192	Trigger	1	Movie onset
212.204	0	212205	STI101	5888	---
217.884	0	217885	STI101	1	Movie onset
217.884	0	217885	STI001	5	---
217.884	0	217885	Trigger	1	Movie onset
223.983	0	223984	STI101	5888	---
229.711	0	229712	STI101	1	Movie onset
229.711	0	229712	STI001	5	---
229.711	0	229712	Trigger	1	Movie onset
235.231	0	235232	STI101	6144	---
241.154	0	241155	STI101	1	Movie onset
241.154	0	241155	STI001	5	---
