onset	duration	sample	type	value	event
5.615	0	5616	STI101	5632	---
8.286	0	8287	STI101	1	Movie onset
8.286	0	8287	STI001	5	---
8.286	0	8287	Trigger	1	Movie onset
14.276	0	14277	STI101	6144	---
19.771	0	19772	STI101	1	Movie onset
19.771	0	19772	STI001	5	---
19.771	0	19772	Trigger	1	Movie onset
26.327	0	26328	STI101	5888	---
31.847	0	31848	STI101	1	Movie onset
31.847	0	31848	STI001	5	---
31.847	0	31848	Trigger	1	Movie onset
38.359	0	38360	STI101	6144	---
43.949	0	43950	STI101	1	Movie onset
43.949	0	43950	STI001	5	---
43.949	0	43950	Trigger	1	Movie onset
49.705	0	49706	STI101	5888	---
55.151	0	55152	STI101	1	Movie onset
55.151	0	55152	STI001	5	---
55.151	0	55152	Trigger	1	Movie onset
61.908	0	61909	STI101	5888	---
67.444	0	67445	STI101	1	Movie onset
67.444	0	67445	STI001	5	---
67.444	0	67445	Trigger	1	Movie onset
73.134	0	73135	STI101	5888	---
78.487	0	78488	STI101	1	Movie onset
78.487	0	78488	STI001	5	---
78.487	0	78488	Trigger	1	Movie onset
84.269	0	84270	STI101	6144	---
89.871	0	89872	STI101	1	Movie onset
89.871	0	89872	STI001	5	---
89.871	0	89872	Trigger	1	Movie onset
96.155	0	96156	STI101	5888	---
101.623	0	101624	STI101	1	Movie onset
101.623	0	101624	STI001	5	---
101.623	0	101624	Trigger	1	Movie onset
108.194	0	108195	STI101	6144	---
113.583	0	113584	STI101	1	Movie onset
113.583	0	113584	STI001	5	---
113.583	0	113584	Trigger	1	Movie onset
119.576	0	119577	STI101	6144	---
125.143	0	125144	STI101	1	Movie onset
125.143	0	125144	STI001	5	---
125.143	0	125144	Trigger	1	Movie onset
130.817	0	130818	STI101	5888	---
136.394	0	136395	STI101	1	Movie onset
136.394	0	136395	STI001	5	---
136.394	0	136395	Trigger	1	Movie onset
142.153	0	142154	STI101	5888	---
147.645	0	147646	STI101	1	Movie onset
147.645	0	147646	STI001	5	---
147.645	0	147646	Trigger	1	Movie onset
153.366	0	153367	STI101	6144	---
158.938	0	158939	STI101	1	Movie onset
158.938	0	158939	STI001	5	---
158.938	0	158939	Trigger	1	Movie onset
165.805	0	165806	STI101	6144	---
171.365	0	171366	STI101	1	Movie onset
171.365	0	171366	STI001	5	---
171.365	0	171366	Trigger	1	Movie onset
177.921	0	177922	STI101	6144	---
183.475	0	183476	STI101	1	Movie onset
183.475	0	183476	STI001	5	---
183.475	0	183476	Trigger	1	Movie onset
189.338	0	189339	STI101	5888	---
199.817	0	199818	STI101	5632	---
202.819	0	202820	STI101	6144	---
204.236	0	204237	STI101	5888	---
205.544	0	205545	STI101	6144	---
206.807	0	206808	STI101	5888	---
208.068	0	208069	STI101	6144	---
209.259	0	209260	STI101	6144	---
210.369	0	210370	STI101	5888	---
211.6	0	211601	STI101	5888	---
212.897	0	212898	STI101	6144	---
214.244	0	214245	STI101	6144	---
215.711	0	215712	STI101	5888	---
217.004	0	217005	STI101	5888	---
218.179	0	218180	STI101	6144	---
219.55	0	219551	STI101	6144	---
220.85	0	220851	STI101	5888	---
222.304	0	222305	STI101	6144	---
223.431	0	223432	STI101	6144	---
224.576	0	224577	STI101	6144	---
225.617	0	225618	STI101	6144	---
226.879	0	226880	STI101	5888	---
234.298	0	234299	STI101	5632	---
238.159	0	238160	STI101	5632	---
239.948	0	239949	STI101	2	Cue onset
239.948	0	239949	STI002	5	---
239.948	0	239949	Trigger	2	Cue onset
245.839	0	245840	STI101	5888	---
245.841	0	245842	STI101	5892	---
245.841	0	245842	STI003	5	---
245.841	0	245842	Trigger	4	Sound1 onset
251.709	0	251710	STI101	6144	---
251.711	0	251712	STI101	6152	---
251.711	0	251712	STI004	5	---
251.711	0	251712	Trigger	8	Sound2 onset
256.828	0	256829	STI101	16	Probe response
256.828	0	256829	STI005	5	---
256.828	0	256829	Trigger	16	Probe response
257.804	0	257805	STI101	5888	---
259.431	0	259432	STI101	2	Cue onset
259.431	0	259432	STI002	5	---
259.431	0	259432	Trigger	2	Cue onset
265.027	0	265028	STI101	5888	---
265.029	0	265030	STI101	5892	---
265.029	0	265030	STI003	5	---
265.029	0	265030	Trigger	4	Sound1 onset
270.718	0	270719	STI101	6144	---
270.719	0	270720	STI101	6152	---
270.719	0	270720	STI004	5	---
270.719	0	270720	Trigger	8	Sound2 onset
275.836	0	275837	STI101	16	Probe response
275.836	0	275837	STI005	5	---
275.836	0	275837	Trigger	16	Probe response
278.014	0	278015	STI101	6144	---
279.798	0	279799	STI101	2	Cue onset
279.798	0	279799	STI002	5	---
279.798	0	279799	Trigger	2	Cue onset
285.479	0	285480	STI101	5888	---
285.481	0	285482	STI101	5892	---
285.481	0	285482	STI003	5	---
285.481	0	285482	Trigger	4	Sound1 onset
291.163	0	291164	STI101	6144	---
291.165	0	291166	STI101	6152	---
291.165	0	291166	STI004	5	---
291.165	0	291166	Trigger	8	Sound2 onset
296.281	0	296282	STI101	16	Probe response
296.281	0	296282	STI005	5	---
296.281	0	296282	Trigger	16	Probe response
297.843	0	297844	STI101	5888	---
299.674	0	299675	STI101	2	Cue onset
299.674	0	299675	STI002	5	---
299.674	0	299675	Trigger	2	Cue onset
305.07	0	305071	STI101	5888	---
305.072	0	305073	STI101	5892	---
305.072	0	305073	STI003	5	---
305.072	0	305073	Trigger	4	Sound1 onset
310.868	0	310869	STI101	6144	---
310.87	0	310871	STI101	6152	---
310.87	0	310871	STI004	5	---
310.87	0	310871	Trigger	8	Sound2 onset
315.986	0	315987	STI101	16	Probe response
315.986	0	315987	STI005	5	---
315.986	0	315987	Trigger	16	Probe response
318.081	0	318082	STI101	6144	---
319.783	0	319784	STI101	2	Cue onset
319.783	0	319784	STI002	5	---
319.783	0	319784	Trigger	2	Cue onset
325.25	0	325251	STI101	5888	---
325.253	0	325254	STI101	5892	---
325.253	0	325254	STI003	5	---
325.253	0	325254	Trigger	4	Sound1 onset
330.98	0	330981	STI101	6144	---
330.982	0	330983	STI101	6152	---
330.982	0	330983	STI004	5	---
330.982	0	330983	Trigger	8	Sound2 onset
336.099	0	336100	STI101	16	Probe response
336.099	0	336100	STI005	5	---
336.099	0	336100	Trigger	16	Probe response
342.888	0	342889	STI101	5888	---
344.545	0	344546	STI101	2	Cue onset
344.545	0	344546	STI002	5	---
344.545	0	344546	Trigger	2	Cue onset
350.148	0	350149	STI101	5888	---
350.149	0	350150	STI101	5892	---
350.149	0	350150	STI003	5	---
350.149	0	350150	Trigger	4	Sound1 onset
356.015	0	356016	STI101	6144	---
356.016	0	356017	STI101	6152	---
356.016	0	356017	STI004	5	---
356.016	0	356017	Trigger	8	Sound2 onset
361.131	0	361132	STI101	16	Probe response
361.131	0	361132	STI005	5	---
361.131	0	361132	Trigger	16	Probe response
361.957	0	361958	STI101	6144	---
363.586	0	363587	STI101	2	Cue onset
