onset	duration	sample	type	value	event
1.219	0	1220	STI101	5632	---
3.612	0	3613	STI101	32	Localiser Movie onset
3.612	0	3613	STI006	5	---
3.612	0	3613	Trigger	32	Localiser Movie onset
13.771	0	13772	STI101	32	Localiser Movie onset
13.771	0	13772	STI006	5	---
13.771	0	13772	Trigger	32	Localiser Movie onset
23.871	0	23872	STI101	32	Localiser Movie onset
23.871	0	23872	STI006	5	---
23.871	0	23872	Trigger	32	Localiser Movie onset
33.888	0	33889	STI101	32	Localiser Movie onset
33.888	0	33889	STI006	5	---
33.888	0	33889	Trigger	32	Localiser Movie onset
43.971	0	43972	STI101	32	Localiser Movie onset
43.971	0	43972	STI006	5	---
43.971	0	43972	Trigger	32	Localiser Movie onset
54.021	0	54022	STI101	32	Localiser Movie onset
54.021	0	54022	STI006	5	---
54.021	0	54022	Trigger	32	Localiser Movie onset
64.063	0	64064	STI101	32	Localiser Movie onset
64.063	0	64064	STI006	5	---
64.063	0	64064	Trigger	32	Localiser Movie onset
74.113	0	74114	STI101	32	Localiser Movie onset
74.113	0	74114	STI006	5	---
74.113	0	74114	Trigger	32	Localiser Movie onset
84.272	0	84273	STI101	32	Localiser Movie onset
84.272	0	84273	STI006	5	---
84.272	0	84273	Trigger	32	Localiser Movie onset
94.314	0	94315	STI101	32	Localiser Movie onset
94.314	0	94315	STI006	5	---
94.314	0	94315	Trigger	32	Localiser Movie onset
104.506	0	104507	STI101	32	Localiser Movie onset
104.506	0	104507	STI006	5	---
104.506	0	104507	Trigger	32	Localiser Movie onset
114.647	0	114648	STI101	32	Localiser Movie onset
114.647	0	114648	STI006	5	---
114.647	0	114648	Trigger	32	Localiser Movie onset
124.748	0	124749	STI101	32	Localiser Movie onset
124.748	0	124749	STI006	5	---
124.748	0	124749	Trigger	32	Localiser Movie onset
134.773	0	134774	STI101	32	Localiser Movie onset
134.773	0	134774	STI006	5	---
134.773	0	134774	Trigger	32	Localiser Movie onset
144.948	0	144949	STI101	32	Localiser Movie onset
144.948	0	144949	STI006	5	---
144.948	0	144949	Trigger	32	Localiser Movie onset
148.378	0	148379	STI101	5888	---
155.115	0	155116	STI101	32	Localiser Movie onset
155.115	0	155116	STI006	5	---
155.115	0	155116	Trigger	32	Localiser Movie onset
165.198	0	165199	STI101	32	Localiser Movie onset
165.198	0	165199	STI006	5	---
165.198	0	165199	Trigger	32	Localiser Movie onset
175.157	0	175158	STI101	32	Localiser Movie onset
175.157	0	175158	STI006	5	---
175.157	0	175158	Trigger	32	Localiser Movie onset
185.282	0	185283	STI101	32	Localiser Movie onset
185.282	0	185283	STI006	5	---
185.282	0	185283	Trigger	32	Localiser Movie onset
195.391	0	195392	STI101	32	Localiser Movie onset
195.391	0	195392	STI006	5	---
195.391	0	195392	Trigger	32	Localiser Movie onset
205.558	0	205559	STI101	32	Localiser Movie onset
205.558	0	205559	STI006	5	---
205.558	0	205559	Trigger	32	Localiser Movie onset
215.674	0	215675	STI101	32	Localiser Movie onset
215.674	0	215675	STI006	5	---
215.674	0	215675	Trigger	32	Localiser Movie onset
219.264	0	219265	STI101	5888	---
226.15	0	226151	STI101	32	Localiser Movie onset
226.15	0	226151	STI006	5	---
226.15	0	226151	Trigger	32	Localiser Movie onset
236.192	0	236193	STI101	32	Localiser Movie onset
236.192	0	236193	STI006	5	---
236.192	0	236193	Trigger	32	Localiser Movie onset
246.133	0	246134	STI101	32	Localiser Movie onset
246.133	0	246134	STI006	5	---
246.133	0	246134	Trigger	32	Localiser Movie onset
256.259	0	256260	STI101	32	Localiser Movie onset
256.259	0	256260	STI006	5	---
256.259	0	256260	Trigger	32	Localiser Movie onset
266.442	0	266443	STI101	32	Localiser Movie onset
266.442	0	266443	STI006	5	---
266.442	0	266443	Trigger	32	Localiser Movie onset
276.401	0	276402	STI101	32	Localiser Movie onset
276.401	0	276402	STI006	5	---
276.401	0	276402	Trigger	32	Localiser Movie onset
286.559	0	286560	STI101	32	Localiser Movie onset
286.559	0	286560	STI006	5	---
286.559	0	286560	Trigger	32	Localiser Movie onset
296.584	0	296585	STI101	32	Localiser Movie onset
296.584	0	296585	STI006	5	---
296.584	0	296585	Trigger	32	Localiser Movie onset
306.576	0	306577	STI101	32	Localiser Movie onset
306.576	0	306577	STI006	5	---
306.576	0	306577	Trigger	32	Localiser Movie onset
316.635	0	316636	STI101	32	Localiser Movie onset
316.635	0	316636	STI006	5	---
316.635	0	316636	Trigger	32	Localiser Movie onset
326.66	0	326661	STI101	32	Localiser Movie onset
326.66	0	326661	STI006	5	---
326.66	0	326661	Trigger	32	Localiser Movie onset
336.752	0	336753	STI101	32	Localiser Movie onset
336.752	0	336753	STI006	5	---
336.752	0	336753	Trigger	32	Localiser Movie onset
346.768	0	346769	STI101	32	Localiser Movie onset
346.768	0	346769	STI006	5	---
346.768	0	346769	Trigger	32	Localiser Movie onset
351.52	0	351521	STI101	5888	---
357.069	0	357070	STI101	32	Localiser Movie onset
357.069	0	357070	STI006	5	---
357.069	0	357070	Trigger	32	Localiser Movie onset
361.287	0	361288	STI101	5888	---
367.202	0	367203	STI101	32	Localiser Movie onset
367.202	0	367203	STI006	5	---
367.202	0	367203	Trigger	32	Localiser Movie onset
377.294	0	377295	STI101	32	Localiser Movie onset
377.294	0	377295	STI006	5	---
377.294	0	377295	Trigger	32	Localiser Movie onset
387.336	0	387337	STI101	32	Localiser Movie onset
387.336	0	387337	STI006	5	---
387.336	0	387337	Trigger	32	Localiser Movie onset
397.486	0	397487	STI101	32	Localiser Movie onset
397.486	0	397487	STI006	5	---
397.486	0	397487	Trigger	32	Localiser Movie onset
407.52	0	407521	STI101	32	Localiser Movie onset
407.52	0	407521	STI006	5	---
407.52	0	407521	Trigger	32	Localiser Movie onset
412.736	0	412737	STI101	5888	---
417.478	0	417479	STI101	32	Localiser Movie onset
417.478	0	417479	STI006	5	---
417.478	0	417479	Trigger	32	Localiser Movie onset
427.737	0	427738	STI101	32	Localiser Movie onset
427.737	0	427738	STI006	5	---
427.737	0	427738	Trigger	32	Localiser Movie onset
432.095	0	432096	STI101	5888	---
437.912	0	437913	STI101	32	Localiser Movie onset
437.912	0	437913	STI006	5	---
437.912	0	437913	Trigger	32	Localiser Movie onset
448.196	0	448197	STI101	32	Localiser Movie onset
448.196	0	448197	STI006	5	---
448.196	0	448197	Trigger	32	Localiser Movie onset
458.146	0	458147	STI101	32	Localiser Movie onset
458.146	0	458147	STI006	5	---
458.146	0	458147	Trigger	32	Localiser Movie onset
468.329	0	468330	STI101	32	Localiser Movie onset
468.329	0	468330	STI006	5	---
468.329	0	468330	Trigger	32	Localiser Movie onset
478.288	0	478289	STI101	32	Localiser Movie onset
478.288	0	478289	STI006	5	---
478.288	0	478289	Trigger	32	Localiser Movie onset
488.263	0	488264	STI101	32	Localiser Movie onset
488.263	0	488264	STI006	5	---
488.263	0	488264	Trigger	32	Localiser Movie onset
498.371	0	498372	STI101	32	Localiser Movie onset
498.371	0	498372	STI006	5	---
498.371	0	498372	Trigger	32	Localiser Movie onset
508.563	0	508564	STI101	32	Localiser Movie onset
508.563	0	508564	STI006	5	---
508.563	0	508564	Trigger	32	Localiser Movie onset
512.489	0	512490	STI101	5888	---
518.622	0	518623	STI101	32	Localiser Movie onset
518.622	0	518623	STI006	5	---
518.622	0	518623	Trigger	32	Localiser Movie onset
528.747	0	528748	STI101	32	Localiser Movie onset
528.747	0	528748	STI006	5	---
528.747	0	528748	Trigger	32	Localiser Movie onset
538.789	0	538790	STI101	32	Localiser Movie onset
538.789	0	538790	STI006	5	---
538.789	0	538790	Trigger	32	Localiser Movie onset
548.814	0	548815	STI101	32	Localiser Movie onset
548.814	0	548815	STI006	5	---
548.814	0	548815	Trigger	32	Localiser Movie onset
558.939	0	558940	STI101	32	Localiser Movie onset
558.939	0	558940	STI006	5	---
558.939	0	558940	Trigger	32	Localiser Movie onset
568.897	0	568898	STI101	32	Localiser Movie onset
568.897	0	568898	STI006	5	---
568.897	0	568898	Trigger	32	Localiser Movie onset
579.014	0	579015	STI101	32	Localiser Movie onset
579.014	0	579015	STI006	5	---
579.014	0	579015	Trigger	32	Localiser Movie onset
589.231	0	589232	STI101	32	Localiser Movie onset
589.231	0	589232	STI006	5	---
589.231	0	589232	Trigger	32	Localiser Movie onset
599.373	0	599374	STI101	32	Localiser Movie onset
599.373	0	599374	STI006	5	---
599.373	0	599374	Trigger	32	Localiser Movie onset
609.44	0	609441	STI101	32	Localiser Movie onset
609.44	0	609441	STI006	5	---
609.44	0	609441	Trigger	32	Localiser Movie onset
619.498	0	619499	STI101	32	Localiser Movie onset
619.498	0	619499	STI006	5	---
619.498	0	619499	Trigger	32	Localiser Movie onset
629.732	0	629733	STI101	32	Localiser Movie onset
629.732	0	629733	STI006	5	---
629.732	0	629733	Trigger	32	Localiser Movie onset
639.791	0	639792	STI101	32	Localiser Movie onset
639.791	0	639792	STI006	5	---
639.791	0	639792	Trigger	32	Localiser Movie onset
649.857	0	649858	STI101	32	Localiser Movie onset
