onset	duration	sample	type	value	event
10.834	0	10835	STI101	5632	---
17.134	0	17135	STI101	5632	---
19.545	0	19546	STI101	1	Movie onset
19.545	0	19546	STI001	5	---
19.545	0	19546	Trigger	1	Movie onset
26.307	0	26308	STI101	5888	---
31.697	0	31698	STI101	1	Movie onset
31.697	0	31698	STI001	5	---
31.697	0	31698	Trigger	1	Movie onset
37.101	0	37102	STI101	6144	---
42.615	0	42616	STI101	1	Movie onset
42.615	0	42616	STI001	5	---
42.615	0	42616	Trigger	1	Movie onset
48.457	0	48458	STI101	5888	---
53.882	0	53883	STI101	1	Movie onset
53.882	0	53883	STI001	5	---
53.882	0	53883	Trigger	1	Movie onset
59.216	0	59217	STI101	6144	---
64.591	0	64592	STI101	1	Movie onset
64.591	0	64592	STI001	5	---
64.591	0	64592	Trigger	1	Movie onset
70.016	0	70017	STI101	5888	---
75.359	0	75360	STI101	1	Movie onset
75.359	0	75360	STI001	5	---
75.359	0	75360	Trigger	1	Movie onset
80.826	0	80827	STI101	6144	---
86.376	0	86377	STI101	1	Movie onset
86.376	0	86377	STI001	5	---
86.376	0	86377	Trigger	1	Movie onset
91.784	0	91785	STI101	5888	---
97.135	0	97136	STI101	1	Movie onset
97.135	0	97136	STI001	5	---
97.135	0	97136	Trigger	1	Movie onset
102.532	0	102533	STI101	6144	---
107.879	0	107880	STI101	1	Movie onset
107.879	0	107880	STI001	5	---
107.879	0	107880	Trigger	1	Movie onset
113.499	0	113500	STI101	6144	---
118.954	0	118955	STI101	1	Movie onset
118.954	0	118955	STI001	5	---
118.954	0	118955	Trigger	1	Movie onset
124.303	0	124304	STI101	5632	---
124.304	0	124305	STI101	5888	---
129.788	0	129789	STI101	1	Movie onset
129.788	0	129789	STI001	5	---
129.788	0	129789	Trigger	1	Movie onset
135.261	0	135262	STI101	5888	---
140.605	0	140606	STI101	1	Movie onset
140.605	0	140606	STI001	5	---
140.605	0	140606	Trigger	1	Movie onset
146.184	0	146185	STI101	5888	---
151.548	0	151549	STI101	1	Movie onset
151.548	0	151549	STI001	5	---
151.548	0	151549	Trigger	1	Movie onset
156.962	0	156963	STI101	6144	---
162.407	0	162408	STI101	1	Movie onset
162.407	0	162408	STI001	5	---
162.407	0	162408	Trigger	1	Movie onset
167.805	0	167806	STI101	5888	---
173.233	0	173234	STI101	1	Movie onset
173.233	0	173234	STI001	5	---
173.233	0	173234	Trigger	1	Movie onset
178.616	0	178617	STI101	5888	---
183.942	0	183943	STI101	1	Movie onset
183.942	0	183943	STI001	5	---
183.942	0	183943	Trigger	1	Movie onset
189.369	0	189370	STI101	6144	---
194.976	0	194977	STI101	1	Movie onset
194.976	0	194977	STI001	5	---
194.976	0	194977	Trigger	1	Movie onset
200.505	0	200506	STI101	5888	---
206.086	0	206087	STI101	1	Movie onset
206.086	0	206087	STI001	5	---
206.086	0	206087	Trigger	1	Movie onset
212.123	0	212124	STI101	6144	---
217.654	0	217655	STI101	1	Movie onset
217.654	0	217655	STI001	5	---
217.654	0	217655	Trigger	1	Movie onset
223.027	0	223028	STI101	5888	---
228.338	0	228339	STI101	1	Movie onset
228.338	0	228339	STI001	5	---
228.338	0	228339	Trigger	1	Movie onset
233.741	0	233742	STI101	5888	---
