onset	duration	sample	type	value	event
16.947	0	16948	STI101	1	Movie onset
16.947	0	16948	STI001	5	---
16.947	0	16948	Trigger	1	Movie onset
24.4	0	24401	STI101	6144	---
29.957	0	29958	STI101	1	Movie onset
29.957	0	29958	STI001	5	---
29.957	0	29958	Trigger	1	Movie onset
35.711	0	35712	STI101	5888	---
41.142	0	41143	STI101	1	Movie onset
41.142	0	41143	STI001	5	---
41.142	0	41143	Trigger	1	Movie onset
46.714	0	46715	STI101	5888	---
52.31	0	52311	STI101	1	Movie onset
52.31	0	52311	STI001	5	---
52.31	0	52311	Trigger	1	Movie onset
57.933	0	57934	STI101	5888	---
63.436	0	63437	STI101	1	Movie onset
63.436	0	63437	STI001	5	---
63.436	0	63437	Trigger	1	Movie onset
68.851	0	68852	STI101	5888	---
74.278	0	74279	STI101	1	Movie onset
74.278	0	74279	STI001	5	---
74.278	0	74279	Trigger	1	Movie onset
79.707	0	79708	STI101	5888	---
85.187	0	85188	STI101	1	Movie onset
85.187	0	85188	STI001	5	---
85.187	0	85188	Trigger	1	Movie onset
90.531	0	90532	STI101	5888	---
96.005	0	96006	STI101	1	Movie onset
96.005	0	96006	STI001	5	---
96.005	0	96006	Trigger	1	Movie onset
101.552	0	101553	STI101	5888	---
107.173	0	107174	STI101	1	Movie onset
107.173	0	107174	STI001	5	---
107.173	0	107174	Trigger	1	Movie onset
112.436	0	112437	STI101	5888	---
117.982	0	117983	STI101	1	Movie onset
117.982	0	117983	STI001	5	---
117.982	0	117983	Trigger	1	Movie onset
123.606	0	123607	STI101	5888	---
129.058	0	129059	STI101	1	Movie onset
129.058	0	129059	STI001	5	---
129.058	0	129059	Trigger	1	Movie onset
134.753	0	134754	STI101	5888	---
140.342	0	140343	STI101	1	Movie onset
140.342	0	140343	STI001	5	---
140.342	0	140343	Trigger	1	Movie onset
146.68	0	146681	STI101	6144	---
152.177	0	152178	STI101	1	Movie onset
152.177	0	152178	STI001	5	---
152.177	0	152178	Trigger	1	Movie onset
157.452	0	157453	STI101	5888	---
163.128	0	163129	STI101	1	Movie onset
163.128	0	163129	STI001	5	---
163.128	0	163129	Trigger	1	Movie onset
169.164	0	169165	STI101	6144	---
174.588	0	174589	STI101	1	Movie onset
174.588	0	174589	STI001	5	---
174.588	0	174589	Trigger	1	Movie onset
180.737	0	180738	STI101	5888	---
186.239	0	186240	STI101	1	Movie onset
186.239	0	186240	STI001	5	---
186.239	0	186240	Trigger	1	Movie onset
191.559	0	191560	STI101	6144	---
195.998	0	195999	STI101	5632	---
199.584	0	199585	STI101	5888	---
200.626	0	200627	STI101	6144	---
201.601	0	201602	STI101	6144	---
202.619	0	202620	STI101	5888	---
203.755	0	203756	STI101	5888	---
204.936	0	204937	STI101	6144	---
206.043	0	206044	STI101	5888	---
207.135	0	207136	STI101	5888	---
208.19	0	208191	STI101	5888	---
209.189	0	209190	STI101	6144	---
211.461	0	211462	STI101	5888	---
212.628	0	212629	STI101	6144	---
213.923	0	213924	STI101	6144	---
215.099	0	215100	STI101	5888	---
216.48	0	216481	STI101	6144	---
217.642	0	217643	STI101	5888	---
218.809	0	218810	STI101	6144	---
219.937	0	219938	STI101	6144	---
221.172	0	221173	STI101	5888	---
222.479	0	222480	STI101	6144	---
224.044	0	224045	STI101	6144	---
224.474	0	224475	STI101	5632	---
226.91	0	226911	STI101	5632	---
228.675	0	228676	STI101	2	Cue onset
228.675	0	228676	STI002	5	---
228.675	0	228676	Trigger	2	Cue onset
234.013	0	234014	STI101	5888	---
234.014	0	234015	STI101	5892	---
234.014	0	234015	STI003	5	---
234.014	0	234015	Trigger	4	Sound1 onset
237.699	0	237700	STI101	6144	---
239.277	0	239278	STI101	6144	---
239.278	0	239279	STI101	6152	---
239.278	0	239279	STI004	5	---
239.278	0	239279	Trigger	8	Sound2 onset
244.394	0	244395	STI101	16	Probe response
244.394	0	244395	STI005	5	---
244.394	0	244395	Trigger	16	Probe response
244.854	0	244855	STI101	5888	---
246.507	0	246508	STI101	2	Cue onset
246.507	0	246508	STI002	5	---
246.507	0	246508	Trigger	2	Cue onset
252.073	0	252074	STI101	6144	---
252.075	0	252076	STI101	6152	---
252.075	0	252076	STI004	5	---
252.075	0	252076	Trigger	8	Sound2 onset
257.38	0	257381	STI101	5888	---
257.382	0	257383	STI101	5892	---
257.382	0	257383	STI003	5	---
257.382	0	257383	Trigger	4	Sound1 onset
260.114	0	260115	STI101	6144	---
262.399	0	262400	STI101	16	Probe response
262.399	0	262400	STI005	5	---
262.399	0	262400	Trigger	16	Probe response
262.781	0	262782	STI101	6144	---
264.509	0	264510	STI101	6400	---
264.533	0	264534	STI101	6400	---
264.557	0	264558	STI101	6400	---
264.581	0	264582	STI101	6400	---
264.605	0	264606	STI101	6400	---
264.606	0	264607	STI101	6402	---
264.606	0	264607	STI002	5	---
264.606	0	264607	Trigger	2	Cue onset
264.629	0	264630	STI101	6400	---
264.637	0	264638	STI101	6400	---
264.872	0	264873	STI101	6400	---
264.896	0	264897	STI101	6400	---
264.92	0	264921	STI101	6400	---
264.944	0	264945	STI101	6400	---
264.968	0	264969	STI101	6400	---
264.992	0	264993	STI101	6400	---
265.016	0	265017	STI101	6400	---
265.04	0	265041	STI101	6400	---
265.064	0	265065	STI101	6400	---
265.088	0	265089	STI101	6400	---
265.112	0	265113	STI101	6400	---
265.136	0	265137	STI101	6400	---
265.16	0	265161	STI101	6400	---
265.184	0	265185	STI101	6400	---
265.208	0	265209	STI101	6400	---
265.232	0	265233	STI101	6400	---
265.236	0	265237	STI101	6400	---
265.256	0	265257	STI101	4096	---
265.257	0	265258	STI101	6400	---
265.26	0	265261	STI101	6400	---
265.281	0	265282	STI101	6400	---
265.284	0	265285	STI101	6400	---
265.305	0	265306	STI101	6400	---
265.308	0	265309	STI101	6400	---
265.329	0	265330	STI101	6400	---
265.332	0	265333	STI101	6400	---
265.353	0	265354	STI101	6400	---
265.356	0	265357	STI101	6400	---
265.377	0	265378	STI101	6400	---
265.38	0	265381	STI101	6400	---
265.401	0	265402	STI101	6400	---
265.404	0	265405	STI101	6400	---
265.425	0	265426	STI101	6400	---
265.428	0	265429	STI101	6400	---
265.449	0	265450	STI101	6400	---
265.452	0	265453	STI101	6400	---
265.473	0	265474	STI101	6400	---
265.476	0	265477	STI101	6400	---
265.497	0	265498	STI101	6400	---
265.5	0	265501	STI101	6400	---
265.521	0	265522	STI101	6400	---
265.524	0	265525	STI101	6400	---
265.545	0	265546	STI101	6400	---
265.548	0	265549	STI101	6400	---
265.569	0	265570	STI101	6400	---
265.572	0	265573	STI101	6400	---
265.593	0	265594	STI101	6400	---
265.596	0	265597	STI101	6400	---
265.617	0	265618	STI101	6400	---
