onset	duration	sample	type	value	event
19.236	0	19237	STI101	5632	---
26.007	0	26008	STI101	5632	---
28.477	0	28478	STI101	1	Movie onset
28.477	0	28478	STI001	5	---
28.477	0	28478	Trigger	1	Movie onset
34.604	0	34605	STI101	5888	---
40.104	0	40105	STI101	1	Movie onset
40.104	0	40105	STI001	5	---
40.104	0	40105	Trigger	1	Movie onset
45.845	0	45846	STI101	5888	---
51.364	0	51365	STI101	1	Movie onset
51.364	0	51365	STI001	5	---
51.364	0	51365	Trigger	1	Movie onset
57.551	0	57552	STI101	5888	---
63.249	0	63250	STI101	1	Movie onset
63.249	0	63250	STI001	5	---
63.249	0	63250	Trigger	1	Movie onset
69.066	0	69067	STI101	5888	---
74.708	0	74709	STI101	1	Movie onset
74.708	0	74709	STI001	5	---
74.708	0	74709	Trigger	1	Movie onset
80.35	0	80351	STI101	6144	---
86.084	0	86085	STI101	1	Movie onset
86.084	0	86085	STI001	5	---
86.084	0	86085	Trigger	1	Movie onset
92.723	0	92724	STI101	5888	---
98.12	0	98121	STI101	1	Movie onset
98.12	0	98121	STI001	5	---
98.12	0	98121	Trigger	1	Movie onset
103.794	0	103795	STI101	5888	---
109.396	0	109397	STI101	1	Movie onset
109.396	0	109397	STI001	5	---
109.396	0	109397	Trigger	1	Movie onset
115.32	0	115321	STI101	5888	---
120.931	0	120932	STI101	1	Movie onset
120.931	0	120932	STI001	5	---
120.931	0	120932	Trigger	1	Movie onset
127.602	0	127603	STI101	5888	---
133.141	0	133142	STI101	1	Movie onset
133.141	0	133142	STI001	5	---
133.141	0	133142	Trigger	1	Movie onset
139.364	0	139365	STI101	5888	---
144.993	0	144994	STI101	1	Movie onset
144.993	0	144994	STI001	5	---
144.993	0	144994	Trigger	1	Movie onset
150.718	0	150719	STI101	5888	---
156.285	0	156286	STI101	1	Movie onset
156.285	0	156286	STI001	5	---
156.285	0	156286	Trigger	1	Movie onset
162.532	0	162533	STI101	5888	---
168.129	0	168130	STI101	1	Movie onset
168.129	0	168130	STI001	5	---
168.129	0	168130	Trigger	1	Movie onset
173.93	0	173931	STI101	5888	---
179.722	0	179723	STI101	1	Movie onset
179.722	0	179723	STI001	5	---
179.722	0	179723	Trigger	1	Movie onset
185.709	0	185710	STI101	5888	---
191.323	0	191324	STI101	1	Movie onset
191.323	0	191324	STI001	5	---
191.323	0	191324	Trigger	1	Movie onset
197	0	197001	STI101	5888	---
202.533	0	202534	STI101	1	Movie onset
202.533	0	202534	STI001	5	---
