onset	duration	sample	type	value	event
26.859	0	26860	STI101	1	Movie onset
26.859	0	26860	STI001	5	---
26.859	0	26860	Trigger	1	Movie onset
33.298	0	33299	STI101	5888	---
39.027	0	39028	STI101	1	Movie onset
39.027	0	39028	STI001	5	---
39.027	0	39028	Trigger	1	Movie onset
44.961	0	44962	STI101	5888	---
50.486	0	50487	STI101	1	Movie onset
50.486	0	50487	STI001	5	---
50.486	0	50487	Trigger	1	Movie onset
58.278	0	58279	STI101	5888	---
63.814	0	63815	STI101	1	Movie onset
63.814	0	63815	STI001	5	---
63.814	0	63815	Trigger	1	Movie onset
70.682	0	70683	STI101	5888	---
76.426	0	76427	STI101	1	Movie onset
76.426	0	76427	STI001	5	---
76.426	0	76427	Trigger	1	Movie onset
82.25	0	82251	STI101	6144	---
87.935	0	87936	STI101	1	Movie onset
87.935	0	87936	STI001	5	---
87.935	0	87936	Trigger	1	Movie onset
99.319	0	99320	STI101	5888	---
104.816	0	104817	STI101	1	Movie onset
104.816	0	104817	STI001	5	---
104.816	0	104817	Trigger	1	Movie onset
113.006	0	113007	STI101	5888	---
118.644	0	118645	STI101	1	Movie onset
118.644	0	118645	STI001	5	---
118.644	0	118645	Trigger	1	Movie onset
130.209	0	130210	STI101	5888	---
135.733	0	135734	STI101	1	Movie onset
135.733	0	135734	STI001	5	---
135.733	0	135734	Trigger	1	Movie onset
141.924	0	141925	STI101	5888	---
147.66	0	147661	STI101	1	Movie onset
147.66	0	147661	STI001	5	---
147.66	0	147661	Trigger	1	Movie onset
157.7	0	157701	STI101	5888	---
163.298	0	163299	STI101	1	Movie onset
163.298	0	163299	STI001	5	---
163.298	0	163299	Trigger	1	Movie onset
173.514	0	173515	STI101	5888	---
179.212	0	179213	STI101	1	Movie onset
179.212	0	179213	STI001	5	---
179.212	0	179213	Trigger	1	Movie onset
192.263	0	192264	STI101	6144	---
197.811	0	197812	STI101	1	Movie onset
197.811	0	197812	STI001	5	---
197.811	0	197812	Trigger	1	Movie onset
207.552	0	207553	STI101	5888	---
213.274	0	213275	STI101	1	Movie onset
213.274	0	213275	STI001	5	---
213.274	0	213275	Trigger	1	Movie onset
223.156	0	223157	STI101	5888	---
228.845	0	228846	STI101	1	Movie onset
228.845	0	228846	STI001	5	---
228.845	0	228846	Trigger	1	Movie onset
236.62	0	236621	STI101	6144	---
242.24	0	242241	STI101	1	Movie onset
242.24	0	242241	STI001	5	---
242.24	0	242241	Trigger	1	Movie onset
253.556	0	253557	STI101	6144	---
257.413	0	257414	STI101	5632	---
260.264	0	260265	STI101	6144	---
261.685	0	261686	STI101	6144	---
263.158	0	263159	STI101	5888	---
264.324	0	264325	STI101	6144	---
265.405	0	265406	STI101	6144	---
266.551	0	266552	STI101	5888	---
267.675	0	267676	STI101	5888	---
268.749	0	268750	STI101	5888	---
269.815	0	269816	STI101	5888	---
270.877	0	270878	STI101	5888	---
272.003	0	272004	STI101	5888	---
273.055	0	273056	STI101	5888	---
274.167	0	274168	STI101	5888	---
275.209	0	275210	STI101	5888	---
